locationId,clinicName,Address,postalCode,medications,procedures
724,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Amoxicillin,Ultrasound; Vaccination
725,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Omeprazole,Ultrasound; Endoscopy; Health Screening; X-Ray
726,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Lisinopril; Simvastatin; Amlodipine; Ibuprofen; Metformin,Ultrasound; Wound Dressing; Blood Test; Vaccination; Health Screening
727,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Lisinopril; Paracetamol; Amlodipine,Ultrasound; Health Screening; Blood Test
728,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Amlodipine,Vaccination
729,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Paracetamol; Amlodipine,Wound Dressing; Blood Test; Vaccination
730,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Simvastatin; Atorvastatin; Salbutamol,Endoscopy; Health Screening; X-Ray; Physiotherapy; ECG
731,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Amoxicillin; Paracetamol; Atorvastatin,Wound Dressing; Vaccination
732,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Amlodipine,Minor Surgery
733,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Amoxicillin; Ibuprofen; Metformin,Physiotherapy; Health Screening; X-Ray; Wound Dressing
734,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Paracetamol; Metformin; Amlodipine,X-Ray; Ultrasound; Vaccination; Physiotherapy
735,The Clinic Group,1 Raffles Quay #09-02,048583,Simvastatin; Ibuprofen; Amlodipine; Omeprazole; Paracetamol,Ultrasound; Health Screening; Vaccination; Wound Dressing
736,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Metformin; Lisinopril; Atorvastatin; Paracetamol,X-Ray
737,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Lisinopril; Salbutamol; Omeprazole; Amoxicillin; Atorvastatin,X-Ray; Vaccination
738,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Salbutamol; Metformin; Amlodipine; Atorvastatin,Health Screening; Vaccination; X-Ray; Endoscopy; Ultrasound
739,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Lisinopril; Metformin; Atorvastatin; Paracetamol; Salbutamol,ECG; Minor Surgery; Physiotherapy; Wound Dressing
740,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Salbutamol,Physiotherapy
741,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Atorvastatin; Paracetamol; Ibuprofen,X-Ray; Blood Test; Vaccination; ECG; Physiotherapy
742,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Amlodipine,Health Screening; Physiotherapy; ECG; Blood Test
743,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Omeprazole; Ibuprofen; Atorvastatin; Simvastatin; Lisinopril,Vaccination; X-Ray
744,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Paracetamol; Amoxicillin; Salbutamol,Ultrasound; X-Ray
745,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Paracetamol; Atorvastatin; Salbutamol,Endoscopy; Health Screening; X-Ray; ECG
746,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Omeprazole; Amoxicillin,ECG; Ultrasound; Vaccination; Health Screening
747,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Ibuprofen; Amoxicillin; Amlodipine; Salbutamol,Endoscopy; Wound Dressing; Vaccination; ECG; Ultrasound
748,The Clinic Group,1 Raffles Quay #09-02,048583,Salbutamol; Simvastatin; Metformin; Amoxicillin; Ibuprofen,Endoscopy; Physiotherapy; Ultrasound
749,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Metformin; Salbutamol; Amoxicillin; Ibuprofen,Physiotherapy; Health Screening; ECG
750,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Omeprazole; Amlodipine; Lisinopril; Paracetamol,Endoscopy; Health Screening; Vaccination
751,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Paracetamol,Ultrasound; Blood Test
752,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Atorvastatin; Omeprazole,Endoscopy
753,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Ibuprofen; Omeprazole; Lisinopril; Amlodipine; Atorvastatin,ECG; Endoscopy; Wound Dressing; Minor Surgery
754,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Lisinopril; Omeprazole,ECG
755,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Amlodipine; Omeprazole; Paracetamol,X-Ray; Wound Dressing; Blood Test; Health Screening
756,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Simvastatin; Atorvastatin,X-Ray; Vaccination
757,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Amlodipine; Ibuprofen; Simvastatin; Lisinopril; Amoxicillin,Ultrasound; X-Ray; Vaccination; Health Screening
758,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Salbutamol,Ultrasound; Wound Dressing; X-Ray
759,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Simvastatin; Omeprazole; Amoxicillin; Amlodipine; Ibuprofen,Endoscopy; Vaccination; Ultrasound; Physiotherapy
760,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Omeprazole,Vaccination; ECG; Minor Surgery
761,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Metformin,Minor Surgery; Wound Dressing
762,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Paracetamol; Lisinopril; Omeprazole; Salbutamol,X-Ray; Endoscopy
763,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Paracetamol,Blood Test
764,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Ibuprofen; Omeprazole; Salbutamol,X-Ray
765,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Amlodipine; Atorvastatin,Ultrasound; Wound Dressing
766,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Ibuprofen; Paracetamol; Omeprazole; Atorvastatin,Vaccination
767,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Metformin; Salbutamol,Wound Dressing; Blood Test
768,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Amlodipine; Ibuprofen; Atorvastatin; Paracetamol,Wound Dressing; Minor Surgery; ECG; Vaccination; Physiotherapy
769,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Paracetamol,X-Ray; Health Screening; Physiotherapy; Blood Test
770,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Ibuprofen,Blood Test
771,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Omeprazole; Paracetamol; Salbutamol,Physiotherapy; X-Ray; ECG; Ultrasound
772,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Amoxicillin; Ibuprofen,Physiotherapy; Endoscopy; Vaccination; Ultrasound; Wound Dressing
773,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Omeprazole; Salbutamol; Simvastatin; Amlodipine; Ibuprofen,Minor Surgery; X-Ray; Wound Dressing; Blood Test
774,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Atorvastatin; Paracetamol; Amoxicillin,Ultrasound; Endoscopy; ECG; Health Screening
775,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Amlodipine; Lisinopril; Simvastatin,Vaccination; Health Screening; ECG
776,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Amlodipine,ECG
777,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Amoxicillin; Salbutamol,Physiotherapy; X-Ray; Health Screening; ECG; Wound Dressing
778,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Simvastatin; Atorvastatin; Omeprazole,Vaccination; Minor Surgery; Physiotherapy; Wound Dressing; ECG
779,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Atorvastatin,Physiotherapy
780,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Simvastatin,Physiotherapy
781,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Amoxicillin; Amlodipine,Blood Test; Wound Dressing; Endoscopy; Physiotherapy; Ultrasound
782,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Omeprazole; Amoxicillin; Simvastatin,Minor Surgery
783,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Amlodipine; Paracetamol; Salbutamol; Lisinopril,Physiotherapy
784,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Metformin; Amlodipine,Vaccination; Ultrasound; Minor Surgery; Blood Test; X-Ray
785,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Ibuprofen; Atorvastatin; Amlodipine,Vaccination
786,Central 24-HR Clinic (Jurong),"492 Jurong West Street 41, #01-54",640492,Atorvastatin,Physiotherapy; Endoscopy
787,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Lisinopril; Amlodipine; Amoxicillin,Ultrasound; Wound Dressing
788,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Paracetamol; Amlodipine; Simvastatin; Metformin; Omeprazole,ECG; X-Ray; Ultrasound
789,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Omeprazole; Atorvastatin; Paracetamol; Amoxicillin; Ibuprofen,ECG
790,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Omeprazole; Amoxicillin,ECG; X-Ray
791,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Paracetamol,Wound Dressing; Health Screening
792,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Metformin,ECG; Vaccination; Health Screening; Wound Dressing
793,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Ibuprofen; Atorvastatin,X-Ray
794,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Simvastatin; Amoxicillin; Metformin; Omeprazole; Atorvastatin,Blood Test; X-Ray; ECG; Physiotherapy
795,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Lisinopril; Salbutamol; Amoxicillin; Paracetamol; Omeprazole,Wound Dressing; X-Ray; Blood Test
796,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Lisinopril,Endoscopy; ECG; Physiotherapy; Ultrasound
797,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Ibuprofen; Paracetamol,X-Ray; ECG; Minor Surgery; Blood Test
798,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Amoxicillin,Endoscopy
799,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Simvastatin; Salbutamol; Omeprazole; Metformin,Ultrasound; Health Screening; Minor Surgery
800,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Lisinopril; Omeprazole; Amoxicillin; Simvastatin,Minor Surgery; ECG; X-Ray; Endoscopy
801,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Lisinopril; Ibuprofen,Endoscopy; Vaccination
802,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Amoxicillin; Ibuprofen; Amlodipine,Blood Test; Minor Surgery
803,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Ibuprofen; Paracetamol,Minor Surgery; Physiotherapy
804,The Clinic Group,1 Raffles Quay #09-02,048583,Ibuprofen; Lisinopril,Minor Surgery
805,The Clinic Group,1 Raffles Quay #09-02,048583,Amoxicillin; Salbutamol; Ibuprofen; Lisinopril; Paracetamol,Ultrasound; Physiotherapy; ECG; Wound Dressing; X-Ray
806,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Simvastatin; Paracetamol; Lisinopril; Metformin,Health Screening; X-Ray; Wound Dressing
807,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Metformin; Amlodipine,Physiotherapy; Health Screening
808,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Omeprazole; Ibuprofen; Amoxicillin; Lisinopril; Metformin,Health Screening; Ultrasound; Endoscopy; Wound Dressing
809,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Lisinopril; Atorvastatin; Paracetamol; Amoxicillin,Physiotherapy; Minor Surgery
810,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Metformin; Salbutamol,Endoscopy; Health Screening; Wound Dressing
811,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Paracetamol; Ibuprofen,Endoscopy; X-Ray; Physiotherapy; Wound Dressing
812,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Paracetamol; Metformin; Omeprazole; Simvastatin; Lisinopril,Vaccination; Health Screening
813,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Salbutamol,Minor Surgery
814,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Atorvastatin,Ultrasound; Minor Surgery; X-Ray; Health Screening; Vaccination
815,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Salbutamol,Ultrasound
816,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Salbutamol; Omeprazole,Health Screening; Wound Dressing
817,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Salbutamol,Health Screening; Minor Surgery
818,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Ibuprofen; Paracetamol; Metformin; Omeprazole; Amlodipine,Endoscopy; Wound Dressing; ECG; Blood Test; Vaccination
819,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Amlodipine; Amoxicillin; Paracetamol; Ibuprofen; Omeprazole,Health Screening; Blood Test; Minor Surgery; Ultrasound; Wound Dressing
820,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Paracetamol; Amlodipine; Simvastatin,Wound Dressing
821,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Lisinopril; Omeprazole; Amlodipine,X-Ray; Health Screening; Wound Dressing; Ultrasound; ECG
822,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Metformin; Lisinopril; Ibuprofen; Amlodipine; Salbutamol,Minor Surgery; Blood Test
823,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Metformin; Paracetamol; Omeprazole,Physiotherapy; Health Screening
824,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Paracetamol; Lisinopril; Ibuprofen; Atorvastatin,Physiotherapy; X-Ray; Endoscopy
825,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Salbutamol; Amoxicillin; Atorvastatin; Omeprazole; Metformin,Blood Test; Endoscopy; Minor Surgery
826,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Omeprazole; Atorvastatin,Physiotherapy; Blood Test
827,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Paracetamol,X-Ray; ECG; Vaccination; Blood Test; Health Screening
828,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Lisinopril,ECG; Ultrasound; Health Screening
829,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Amoxicillin,Vaccination; X-Ray; Health Screening; Endoscopy
830,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Omeprazole; Ibuprofen,Physiotherapy; Health Screening
831,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Paracetamol; Amoxicillin; Ibuprofen; Salbutamol,Vaccination; X-Ray; Blood Test; Physiotherapy; Endoscopy
832,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Atorvastatin; Salbutamol,Endoscopy; Ultrasound; Wound Dressing
833,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Lisinopril; Ibuprofen; Amoxicillin,Endoscopy; ECG; Vaccination
834,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Ibuprofen,ECG; Physiotherapy
835,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Ibuprofen; Paracetamol; Atorvastatin; Metformin; Lisinopril,Vaccination; Wound Dressing; Ultrasound; X-Ray; Blood Test
836,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Amlodipine; Metformin; Simvastatin; Lisinopril,Health Screening; Endoscopy
837,The Clinic Group,1 Raffles Quay #09-02,048583,Metformin; Omeprazole,Blood Test; ECG
838,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Omeprazole; Amoxicillin; Ibuprofen,Minor Surgery; Wound Dressing; ECG; X-Ray; Ultrasound
839,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Salbutamol; Simvastatin,ECG; Health Screening; Physiotherapy; Blood Test; X-Ray
840,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Paracetamol; Omeprazole; Lisinopril,Health Screening; Vaccination
841,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Amoxicillin; Amlodipine; Metformin; Paracetamol; Simvastatin,Vaccination; Wound Dressing; Health Screening; Minor Surgery
842,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Atorvastatin,Minor Surgery; Blood Test
843,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Simvastatin; Atorvastatin; Omeprazole; Amoxicillin; Salbutamol,Endoscopy; Minor Surgery
844,FRONTIER PEOPLE'S CLINIC PTE LTD,Blk 123 Bedok North Street 2 #01-152,460123,Amoxicillin; Paracetamol; Lisinopril; Atorvastatin; Metformin,Endoscopy; X-Ray; ECG; Physiotherapy; Vaccination
845,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Omeprazole,Wound Dressing; X-Ray; Health Screening; Physiotherapy
846,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Salbutamol; Amoxicillin; Metformin,Blood Test; X-Ray; Vaccination; Ultrasound
847,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Metformin; Paracetamol; Amoxicillin; Atorvastatin,Vaccination
848,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Paracetamol; Amoxicillin; Amlodipine; Simvastatin; Metformin,Endoscopy
849,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Omeprazole; Amoxicillin,Endoscopy; Minor Surgery; Health Screening; X-Ray; ECG
850,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Amlodipine; Paracetamol; Atorvastatin; Metformin,Ultrasound; Physiotherapy; Wound Dressing; X-Ray; Health Screening
851,Central 24-HR Clinic (Bedok),"219 Bedok Central, #01-124",460219,Atorvastatin; Ibuprofen; Amlodipine; Salbutamol,Wound Dressing; Endoscopy; X-Ray
852,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Simvastatin; Paracetamol; Amoxicillin,Vaccination; ECG
853,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Ibuprofen; Lisinopril; Omeprazole,Blood Test; Wound Dressing; Health Screening; Vaccination
854,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Atorvastatin,Ultrasound; Minor Surgery; Wound Dressing
855,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Omeprazole; Ibuprofen; Lisinopril; Amlodipine; Amoxicillin,Minor Surgery; Wound Dressing; Ultrasound; ECG
856,The Clinic Group,1 Raffles Quay #09-02,048583,Paracetamol,Endoscopy; Blood Test; ECG; Ultrasound; Minor Surgery
857,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Metformin; Salbutamol; Lisinopril; Paracetamol; Amoxicillin,Minor Surgery; X-Ray
858,The Clinic Group,1 Raffles Quay #09-02,048583,Paracetamol; Metformin,X-Ray; Ultrasound; Physiotherapy; Blood Test
859,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Atorvastatin; Lisinopril; Simvastatin; Salbutamol; Omeprazole,Health Screening; Wound Dressing; Minor Surgery
860,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Ibuprofen; Simvastatin; Lisinopril; Amlodipine,X-Ray; Physiotherapy
861,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Salbutamol; Atorvastatin,Vaccination; Ultrasound; Physiotherapy
862,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Amlodipine; Salbutamol; Atorvastatin,Vaccination
863,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Amoxicillin; Atorvastatin; Lisinopril,Endoscopy; Wound Dressing; Blood Test; X-Ray; ECG
864,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Amoxicillin; Paracetamol; Simvastatin,Vaccination; Ultrasound
865,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Ibuprofen,Blood Test; Wound Dressing; Minor Surgery; ECG; Physiotherapy
866,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Atorvastatin; Lisinopril,Health Screening; Physiotherapy; Blood Test
867,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Atorvastatin,Physiotherapy; Ultrasound; Wound Dressing; Health Screening; X-Ray
868,Bukit Batok Medical Clinic,632 Bukit Batok Central,650632,Salbutamol,Wound Dressing; Health Screening
869,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Amoxicillin; Amlodipine; Omeprazole; Salbutamol; Atorvastatin,X-Ray; Vaccination; Physiotherapy
870,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Paracetamol; Salbutamol; Metformin; Amlodipine,Health Screening
871,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Simvastatin; Atorvastatin; Amlodipine,Physiotherapy; ECG; Endoscopy
872,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Simvastatin; Salbutamol; Amlodipine; Metformin,Vaccination
873,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Lisinopril; Paracetamol,Minor Surgery; Physiotherapy
874,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Paracetamol; Salbutamol,ECG; Endoscopy; Wound Dressing
875,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Paracetamol; Salbutamol; Metformin,Physiotherapy; Ultrasound
876,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Simvastatin; Metformin; Salbutamol,Endoscopy
877,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Salbutamol; Atorvastatin; Lisinopril; Omeprazole; Amlodipine,Physiotherapy; Ultrasound
878,TANG FAMILY CLINIC,84 Jalan Jurong Kechil,598593,Lisinopril; Amoxicillin; Ibuprofen,ECG
879,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Atorvastatin; Omeprazole; Simvastatin; Amoxicillin,ECG
880,Trucare Medical,Blk 682 Hougang Ave 4 #01-320,530682,Simvastatin,Vaccination; Physiotherapy
881,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Amoxicillin; Omeprazole; Atorvastatin; Metformin,ECG; Wound Dressing; Blood Test; Physiotherapy; X-Ray
882,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Salbutamol; Amoxicillin; Amlodipine; Omeprazole,Vaccination; Physiotherapy; Health Screening; Minor Surgery; ECG
883,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Amlodipine; Paracetamol; Ibuprofen; Omeprazole; Lisinopril,Ultrasound; Wound Dressing; Blood Test; X-Ray; Minor Surgery
884,SUNBEAM MEDICAL CLINIC,443C Fajar Road #01-76,673443,Salbutamol,ECG; Health Screening
885,Central 24-HR Clinic (Clementi),450 Clementi Ave 3 #01-291,120450,Paracetamol; Lisinopril; Amlodipine; Ibuprofen,Vaccination; Blood Test; Ultrasound
886,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Atorvastatin; Ibuprofen; Metformin; Omeprazole,Health Screening
887,Central 24-HR Clinic (Yishun),"701A Yishun Ave 5, #01-04",761701,Salbutamol; Metformin; Lisinopril,Health Screening; Physiotherapy; Endoscopy; Ultrasound; Blood Test
888,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Salbutamol; Ibuprofen,Blood Test
889,The Clinic Group,1 Raffles Quay #09-02,048583,Ibuprofen,Wound Dressing; Vaccination
890,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Paracetamol; Salbutamol,Blood Test; Ultrasound; X-Ray; Wound Dressing; Minor Surgery
891,Healthway Medical,446 Clementi Ave 3 #01-201,120446,Simvastatin; Lisinopril; Atorvastatin; Metformin; Paracetamol,X-Ray; Physiotherapy
892,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Lisinopril; Atorvastatin; Omeprazole; Amoxicillin; Metformin,Physiotherapy; X-Ray; Endoscopy
893,Central 24-HR Clinic (Hougang),"681 Hougang Ave 8, #01-829",530681,Omeprazole,Physiotherapy
894,Silver Cross Family Clinic,2 Lorong Lew Lian #01-50,531002,Atorvastatin; Metformin; Simvastatin,Endoscopy; Minor Surgery; Health Screening; Vaccination
895,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Omeprazole; Amoxicillin,Endoscopy; Ultrasound; Wound Dressing; ECG
896,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Paracetamol; Atorvastatin; Ibuprofen; Amlodipine; Simvastatin,Physiotherapy; Blood Test; Health Screening
897,Acumed Medical Group,Blk 727 Ang Mo Kio Ave 6,560727,Paracetamol,Endoscopy; Vaccination; Ultrasound; X-Ray; Health Screening
898,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Paracetamol; Atorvastatin; Amlodipine; Simvastatin; Lisinopril,Blood Test; Minor Surgery; Health Screening; Endoscopy; Vaccination
899,CHANG CLINIC & SURGERY,7 Everton Park #01-21,080007,Amoxicillin,Blood Test; ECG; Physiotherapy
900,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Salbutamol; Omeprazole; Metformin; Amlodipine,Vaccination; Ultrasound
901,OneCare Clinic Yishun,846 Yishun Ring Rd #01-3669,760846,Ibuprofen; Atorvastatin; Lisinopril; Metformin,Health Screening
902,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Salbutamol; Ibuprofen; Amlodipine; Omeprazole,Wound Dressing; Blood Test; Ultrasound
903,Zion Medical Centre,Blk 502 Jurong West Ave 1 #01-815,640502,Lisinopril; Metformin; Simvastatin,Minor Surgery; Wound Dressing; Vaccination; X-Ray
904,East Coast Family Clinic,121 Bedok Reservoir Rd #01-202,470121,Salbutamol; Metformin,Vaccination; Endoscopy; Blood Test
905,CHANGI CLINIC,848 Sims Avenue #01-734 Eunosville,400848,Metformin; Salbutamol; Omeprazole; Paracetamol; Lisinopril,Blood Test
906,Everhealth Clinic & Surgery,201D Tampines Street 21 #01-1171,524201,Amoxicillin; Atorvastatin; Ibuprofen,Physiotherapy
907,The Clinic Group,1 Raffles Quay #09-02,048583,Salbutamol; Lisinopril; Paracetamol; Amlodipine; Omeprazole,X-Ray; Endoscopy; Vaccination; Wound Dressing; Physiotherapy
